"STRING_id","gene","module","degree","degree_norm","strength_w","betweenness_w","closeness_w","eigenvector","lfc","padj"
"9606.ENSP00000243440","BATF3","7",1,0.00476190476190476,816,0,216.537211739242,0.0253128340939664,1.31859798347006,5.18639661462981e-13
"9606.ENSP00000263341","IL1B","8",45,0.214285714285714,36752,0.238915470494418,350.009626472859,0.761866757983146,2.10642912292404,1.58190027877563e-10
"9606.ENSP00000471493","FPR1","8",9,0.0428571428571429,7093,0.00382775119617225,254.278799092446,0.136882111464553,2.68788968387243,4.83380473045792e-26
"9606.ENSP00000257570","OASL","8",6,0.0285714285714286,4917,0.00050125313283208,220.164034509617,0.0342455907126757,2.61934641342838,1.48585775995369e-24
"9606.ENSP00000381601","MX1","8",6,0.0285714285714286,5387,0.0191843244474823,248.902418131133,0.0691078974059051,1.13932776930187,2.20941013574966e-08
"9606.ENSP00000244709","TREM1","8",5,0.0238095238095238,4345,0.0290271132376396,245.219733219774,0.0389993003134688,2.5215853636047,4.00001575724548e-19
"9606.ENSP00000302569","CLEC7A","8",5,0.0238095238095238,3973,0.00473912052859421,256.582272822303,0.0951721059212731,1.31328692630325,2.57785426165658e-15
"9606.ENSP00000342278","OAS2","8",5,0.0238095238095238,4372,0,222.495108743833,0.0355804251862006,1.45650419521492,1.44352025245146e-14
"9606.ENSP00000347197","C5AR1","8",4,0.019047619047619,3187,0.000637958532695375,233.340724424629,0.0580233382451788,1.28480829961348,1.16903670956911e-14
"9606.ENSP00000357112","AIM2","8",4,0.019047619047619,3677,0.00779220779220779,252.653456523857,0.0427258641157103,1.49975533106407,7.4839243852424e-14
"9606.ENSP00000219596","MEFV","8",4,0.019047619047619,3641,0.00833902939166097,257.089862333284,0.0451320007953393,1.50374730659385,2.7832051392148e-12
"9606.ENSP00000318982","EPSTI1","8",4,0.019047619047619,3286,0,196.613956936516,0.0071344702723809,1.21797242777641,4.27094232058948e-10
"9606.ENSP00000483430","IFI27","8",4,0.019047619047619,3424,0,198.596415991762,0.00747188410553826,1.10994032241927,7.91470888087588e-07
"9606.ENSP00000384906","SAA1","8",4,0.019047619047619,3018,0,254.102180241937,0.0780566401640937,1.34287218848969,2.28782059966227e-05
"9606.ENSP00000362205","TREM2","8",4,0.019047619047619,3601,0.00879471405787195,204.660995068621,0.0063359299617549,1.34043141460452,4.88680033330837e-05
"9606.ENSP00000385428","NLRC4","8",3,0.0142857142857143,2919,0,255.686798562313,0.0444948469018309,1.34544834199289,2.2190244606872e-14
"9606.ENSP00000359339","CGAS","8",2,0.00952380952380952,1509,4.55684666210982e-05,195.330759145298,0.00329735131755789,1.14676667506301,2.24148330687271e-19
"9606.ENSP00000233954","IL1RL1","8",2,0.00952380952380952,1619,0,257.396529180674,0.0644773339609462,1.72409381774383,3.13606838095071e-18
"9606.ENSP00000418767","TREML2","8",2,0.00952380952380952,1916,0,196.336132305433,0.00244049746048263,2.00978312319652,2.93783779974946e-14
"9606.ENSP00000264260","IL18RAP","8",2,0.00952380952380952,1656,0.000273410799726589,217.365259014342,0.0278211885338202,1.18807789985521,2.58000941500024e-11
"9606.ENSP00000263326","IL37","8",2,0.00952380952380952,1808,0.00487582592845751,249.287589674411,0.0380841475375552,-1.60201978656262,1.3012035689234e-10
"9606.ENSP00000458585","MMP12","8",2,0.00952380952380952,1509,0,243.488155234749,0.0614962402043057,1.92479469127389,1.76075161710449e-05
"9606.ENSP00000259205","IL36G","8",1,0.00476190476190476,854,0,248.653507122282,0.0366709679092239,1.46492619425781,4.99490580700837e-19
"9606.ENSP00000219919","AQP9","8",1,0.00476190476190476,796,0,187.70780325137,0.00174966683899919,-1.10197758292044,8.25308884728586e-11
"9606.ENSP00000360215","ZBP1","8",1,0.00476190476190476,708,0,188.877258116481,0.00180095691224302,1.75998945852433,1.10359419501057e-09
"9606.ENSP00000305529","SIRPG","8",1,0.00476190476190476,903,0,167.013776591301,0.000322465751532439,1.1833750572096,1.87285212928678e-08
"9606.ENSP00000330032","UPP1","9",2,0.00952380952380952,1993,0,996.493728048094,0,1.82324285475284,1.85424522782555e-23
"9606.ENSP00000354532","PNP","9",2,0.00952380952380952,1959,0,979.285349668145,0,1.16101504135467,1.34714978800287e-22
"9606.ENSP00000379038","TYMP","9",2,0.00952380952380952,1964,0,981.705702647592,0,1.81047314375282,2.15946251780957e-21
"9606.ENSP00000375629","LILRB2","10",7,0.0333333333333333,5524,0.0241057188425609,232.299839608184,0.0727564552418943,1.5722285509487,2.13940430974196e-20
"9606.ENSP00000315997","LILRB1","10",4,0.019047619047619,3236,0.00232399179767601,208.318014969472,0.0214181994389069,2.21375761630446,8.54937468770791e-21
"9606.ENSP00000329507","CD300C","10",4,0.019047619047619,3520,0.00843016632490317,186.911978605264,0.00500691084926141,1.42866754643168,1.30451613613458e-18
"9606.ENSP00000245620","LILRB3","10",2,0.00952380952380952,1629,0,180.300068714537,0.00348012900335939,1.59247916355073,5.62406720766316e-23
"9606.ENSP00000356320","ULBP2","10",2,0.00952380952380952,1610,0.000182273866484393,182.065342710779,0.00500822177948111,1.92427977218388,4.12170957426042e-19
"9606.ENSP00000349785","MAP1LC3C","10",1,0.00476190476190476,837,0,152.943508184738,0.000236200490030702,-1.10732998668575,5.21653318195329e-07
"9606.ENSP00000246657","CCR7","11",37,0.176190476190476,31917,0.0544543176122124,316.54766613931,1,2.05170425011182,1.83336425065338e-17
"9606.ENSP00000225831","CCL2","11",30,0.142857142857143,26055,0.02365003417635,311.325480382856,0.683785919991855,1.72224319877879,4.46130606054522e-13
"9606.ENSP00000305651","CXCL10","11",29,0.138095238095238,24981,0.048712690817954,309.922013252945,0.691364116259581,1.65234854637337,2.17259056652371e-05
"9606.ENSP00000292303","CCR5","11",28,0.133333333333333,24631,0.0128958760537708,305.662533417655,0.831699798809249,1.49866144863529,9.60572671006206e-17
"9606.ENSP00000362795","CXCR3","11",28,0.133333333333333,23995,0.00710868079289132,302.186705685038,0.80968559814712,1.45727548748349,3.49713809758126e-13
"9606.ENSP00000474412","CCL5","11",26,0.123809523809524,23326,0.0232399179767601,311.778490791591,0.706645028863264,1.12295092268239,2.59334642425284e-08
"9606.ENSP00000354901","CXCL9","11",24,0.114285714285714,20730,0.0109820004556847,298.069825365781,0.686572309389197,1.64363879321218,7.15625620854049e-06
"9606.ENSP00000292301","CCR2","11",22,0.104761904761905,19827,0.0897698792435635,311.083997461681,0.678943248074226,1.23681105227516,2.19501951098353e-12
"9606.ENSP00000395704","CXCR6","11",19,0.0904761904761905,16025,0,278.843838089694,0.578844083516267,1.4028686496258,1.03406856109629e-10
"9606.ENSP00000295683","CXCR1","11",18,0.0857142857142857,15881,0.00100250626566416,287.397659055658,0.561004005565349,1.79303739059707,5.0540212251734e-19
"9606.ENSP00000296140","CCR1","11",18,0.0857142857142857,16465,0.00113921166552745,286.497714090527,0.566787353890582,1.40756556572291,3.12565979428472e-17
"9606.ENSP00000308815","CCL19","11",18,0.0857142857142857,16264,0.000227842333105491,282.661715209449,0.590871827419973,1.77443318675148,6.41901990533817e-12
"9606.ENSP00000219235","CCL22","11",17,0.080952380952381,15608,0.00227842333105491,281.618498944291,0.55983227033111,1.30169936457234,7.37667275753429e-08
